measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,South-East Asia Region,Both,45-49 years,Years,2019,31.127300835504087,31.636256853391533,30.657111409174377
Life expectancy,South-East Asia Region,Both,45-49 years,Years,2020,30.135270481632226,30.692506788408597,29.601512019214283
Life expectancy,South-East Asia Region,Both,45-49 years,Years,2021,29.259603838320857,29.859462944822372,28.64920174779086
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2010,26.061323779173122,26.379517167101262,25.736122915166888
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2011,26.148709400004496,26.459707452578623,25.83134842106632
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2012,26.292555268286627,26.620241043845038,25.976248744912215
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2013,26.3166600938976,26.61916446476555,26.003512432926392
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2014,26.333319902376896,26.655206042704386,26.022257253061372
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2015,26.460941980356758,26.816689507045705,26.105697244664256
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2016,26.624586078169582,26.981676173451437,26.258689534384104
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2017,26.69823007677737,27.085115720633308,26.326834345595724
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2018,26.702519502106817,27.12505171700587,26.29883192550252
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2019,26.801293070652633,27.27720194512522,26.349890899326986
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2020,25.860852149385682,26.382161071709476,25.35800312662942
Life expectancy,South-East Asia Region,Both,50-54 years,Years,2021,25.031628811288897,25.596990910168874,24.456970809909883
Life expectancy,South-East Asia Region,Both,55-59 years,Years,2010,22.037918551493412,22.32808776656046,21.73948641829922
Life expectancy,South-East Asia Region,Both,55-59 years,Years,2011,22.114397041897313,22.39714707798684,21.824143940786964
Life expectancy,South-East Asia Region,Both,55-59 years,Years,2012,22.248038259124936,22.546320102358255,21.961680171154896
Life expectancy,South-East Asia Region,Both,55-59 years,Years,2013,22.289681892114587,22.561461355285797,22.0049167126336
